Source,Type,Name,Versions,Sample,Related,Unit,Meaning
STATUS,counter,Mysqlx_connections_rejected,8,0,,,
STATUS,counter,Mysqlx_crud_create_view,8,0,,,
STATUS,counter,Mysqlx_crud_delete,8,0,,,
STATUS,counter,Mysqlx_crud_drop_view,8,0,,,
STATUS,counter,Mysqlx_crud_find,8,0,,,
STATUS,counter,Mysqlx_crud_insert,8,0,,,
STATUS,counter,Mysqlx_crud_modify_view,8,0,,,
STATUS,counter,Mysqlx_crud_update,8,0,,,
STATUS,counter,Mysqlx_cursor_close,8,0,,,
STATUS,counter,Mysqlx_cursor_fetch,8,0,,,
STATUS,counter,Mysqlx_cursor_open,8,0,,,
STATUS,counter,Mysqlx_errors_sent,8,0,,,
STATUS,counter,Mysqlx_errors_unknown_message_type,8,0,,,
STATUS,counter,Mysqlx_expect_close,8,0,,,
STATUS,counter,Mysqlx_expect_open,8,0,,,
STATUS,counter,Mysqlx_init_error,8,0,,,
STATUS,counter,Mysqlx_messages_sent,8,0,,,
STATUS,counter,Mysqlx_notice_global_sent,8,0,,,
STATUS,counter,Mysqlx_notice_other_sent,8,0,,,
STATUS,counter,Mysqlx_notice_warning_sent,8,0,,,
STATUS,counter,Mysqlx_notified_by_group_replication,8,0,,,
STATUS,counter,Mysqlx_prep_deallocate,8,0,,,
STATUS,counter,Mysqlx_prep_execute,8,0,,,
STATUS,counter,Mysqlx_prep_prepare,8,0,,,
STATUS,counter,Mysqlx_rows_sent,8,0,,,
STATUS,counter,Mysqlx_sessions,8,0,,,
STATUS,counter,Mysqlx_sessions_accepted,8,0,,,
STATUS,counter,Mysqlx_sessions_closed,8,0,,,
STATUS,counter,Mysqlx_sessions_fatal_error,8,0,,,
STATUS,counter,Mysqlx_sessions_killed,8,0,,,
STATUS,counter,Mysqlx_sessions_rejected,8,0,,,
STATUS,counter,Mysqlx_ssl_accepts,8,0,,,
STATUS,counter,Mysqlx_ssl_finished_accepts,8,0,,,
STATUS,counter,Mysqlx_stmt_create_collection,8,0,,,
STATUS,counter,Mysqlx_stmt_create_collection_index,8,0,,,
STATUS,counter,Mysqlx_stmt_disable_notices,8,0,,,
STATUS,counter,Mysqlx_stmt_drop_collection,8,0,,,
STATUS,counter,Mysqlx_stmt_drop_collection_index,8,0,,,
STATUS,counter,Mysqlx_stmt_enable_notices,8,0,,,
STATUS,counter,Mysqlx_stmt_ensure_collection,8,0,,,
STATUS,counter,Mysqlx_stmt_execute_mysqlx,8,0,,,
STATUS,counter,Mysqlx_stmt_execute_sql,8,0,,,
STATUS,counter,Mysqlx_stmt_execute_xplugin,8,0,,,
STATUS,counter,Mysqlx_stmt_get_collection_options,8,0,,,
STATUS,counter,Mysqlx_stmt_kill_client,8,0,,,
STATUS,counter,Mysqlx_stmt_list_clients,8,0,,,
STATUS,counter,Mysqlx_stmt_list_notices,8,0,,,
STATUS,counter,Mysqlx_stmt_list_objects,8,0,,,
STATUS,counter,Mysqlx_stmt_modify_collection_options,8,0,,,
STATUS,counter,Mysqlx_stmt_ping,8,0,,,
STATUS,counter,Opened_files,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,98108529,,ops,The number of files that have been opened with my_open() (a mysys library function). Parts of the server that open files without using this function do not increment the count
STATUS,counter,Opened_plugin_libraries,10.1;10.2;10.3;10.4;10.5;10.6,47,,,
STATUS,counter,Opened_table_definitions,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,12139478,,ops,The number of table definitions that have been cached
STATUS,counter,Opened_tables,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,11308804,table_open_cache,ops,"The number of tables that have been opened. If Opened_tables is big, your table_open_cache value is probably too small"
STATUS,counter,Opened_views,10.1;10.2;10.3;10.4;10.5;10.6,25969,,,
STATUS,counter,Performance_schema_accounts_lost,5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Performance_schema_cond_classes_lost,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Performance_schema_cond_instances_lost,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Performance_schema_digest_lost,5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Performance_schema_file_classes_lost,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Performance_schema_file_handles_lost,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Performance_schema_file_instances_lost,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Performance_schema_hosts_lost,5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Performance_schema_index_stat_lost,5.7;8.0;10.5;10.6,0,,,
STATUS,counter,Performance_schema_locker_lost,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Performance_schema_memory_classes_lost,5.7;8.0;10.5;10.6,0,,,
STATUS,counter,Performance_schema_metadata_lock_lost,5.7;8.0;10.5;10.6,0,,,
STATUS,counter,Performance_schema_mutex_classes_lost,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Performance_schema_mutex_instances_lost,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Performance_schema_nested_statement_lost,5.7;8.0;10.5;10.6,0,,,
STATUS,counter,Performance_schema_prepared_statements_lost,5.7;8.0;10.5;10.6,0,,,
STATUS,counter,Performance_schema_program_lost,5.7;8.0;10.5;10.6,0,,,
STATUS,counter,Performance_schema_rwlock_classes_lost,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Performance_schema_rwlock_instances_lost,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Performance_schema_session_connect_attrs_lost,5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Performance_schema_socket_classes_lost,5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Performance_schema_socket_instances_lost,5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Performance_schema_stage_classes_lost,5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Performance_schema_statement_classes_lost,5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Performance_schema_table_handles_lost,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Performance_schema_table_instances_lost,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Performance_schema_table_lock_stat_lost,5.7;8.0;10.5;10.6,0,,,
STATUS,counter,Performance_schema_thread_classes_lost,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Performance_schema_thread_instances_lost,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Performance_schema_users_lost,5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Qcache_hits,5.5;5.6;5.7;10.1;10.2;10.3;10.4;10.5;10.6,1868137430,,ops,Number of requests served by the query cache. The global value can be flushed by FLUSH STATUS
STATUS,counter,Qcache_inserts,5.5;5.6;5.7;10.1;10.2;10.3;10.4;10.5;10.6,318879948,,ops,Number of queries ever cached in the query cache. The global value can be flushed by FLUSH
STATUS,counter,Qcache_lowmem_prunes,5.5;5.6;5.7;10.1;10.2;10.3;10.4;10.5;10.6,78381408,,ops,Number of pruning operations performed to remove old results to make space for new results in the query cache. The global value can be flushed by FLUSH STATU
STATUS,counter,Qcache_not_cached,5.5;5.6;5.7;10.1;10.2;10.3;10.4;10.5;10.6,27295251,,ops,"Number of queries that are uncacheable by the query cache, or use SQL_NO_CACHE. The global value can be flushed by FLUSH STATUS"
STATUS,counter,Queries,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,2373884944,Questions,statements,"The number of statements executed by the server. This variable includes statements executed within stored programs, unlike the Questions variable. It does not count COM_PING or COM_STATISTICS commands."
STATUS,counter,Questions,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,2339520833,Queries,statements,"The number of statements executed by the server. This includes only statements sent to the server by clients and not statements executed within stored programs, unlike the Queries variable. This variable does not count COM_PING, COM_STATISTICS, COM_STMT_PREPARE, COM_STMT_CLOSE, or COM_STMT_RESET commands"
STATUS,counter,Rows_read,10.1;10.2;10.3;10.4;10.5;10.6,82420380937,,rows,Number of requests to read a row (excluding temporary tables)
STATUS,counter,Rows_sent,10.1;10.2;10.3;10.4;10.5;10.6,18653048895,,rows,
STATUS,counter,Rows_tmp_read,10.1;10.2;10.3;10.4;10.5;10.6,4823284354,,rows,Number of requests to read a row in a temporary table
STATUS,counter,Rpl_semi_sync_master_net_wait_time,10.3;10.4;10.5;10.6,0,,microseconds,"The total time in microseconds the source waited for replica replies. This variable is always 0, and is deprecated; expect it to be removed in a future version"
STATUS,counter,Rpl_semi_sync_master_net_waits,10.3;10.4;10.5;10.6,0,,ops,The total number of times the source waited for replica replies
STATUS,counter,Rpl_semi_sync_master_no_times,10.3;10.4;10.5;10.6,0,,ops,The number of times the source turned off semisynchronous replication
STATUS,counter,Rpl_semi_sync_master_no_tx,10.3;10.4;10.5;10.6,0,,ops,The number of commits that were not acknowledged successfully by a replica
STATUS,counter,Rpl_semi_sync_master_timefunc_failures,10.3;10.4;10.5;10.6,0,,ops,The number of times the source failed when calling time functions such as gettimeofday()
STATUS,counter,Rpl_semi_sync_master_tx_wait_time,10.3;10.4;10.5;10.6,0,,microseconds,The total time in microseconds the source waited for transactions
STATUS,counter,Rpl_semi_sync_master_tx_waits,10.3;10.4;10.5;10.6,0,,ops,The total number of times the source waited for transactions
STATUS,counter,Rpl_semi_sync_master_wait_pos_backtraverse,10.3;10.4;10.5;10.6,0,,ops,The total number of times the source waited for an event with binary coordinates lower than events waited for previously. This can occur when the order in which transactions start waiting for a reply is different from the order in which their binary log events are written
STATUS,counter,Rpl_semi_sync_master_yes_tx,10.3;10.4;10.5;10.6,0,,ops,The number of commits that were acknowledged successfully by a replica
STATUS,counter,Rpl_semi_sync_slave_send_ack,10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Rpl_transactions_multi_engine,10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Select_full_join,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,1025216,,statements,"The number of joins that perform table scans because they do not use indexes. If this value is not 0, you should carefully check the indexes of your tables"
STATUS,counter,Select_full_range_join,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,91741,,,The number of joins that used a range search on a reference table
STATUS,counter,Select_range,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,15623140,,,The number of joins that used ranges on the first table. This is normally not a critical issue even if the value is quite large
STATUS,counter,Select_range_check,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,95,,,"The number of joins without keys that check for key usage after each row. If this is not 0, you should carefully check the indexes of your tables"
STATUS,counter,Select_scan,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,28997997,,,The number of joins that did a full scan of the first table
STATUS,counter,Slave_connections,10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Slave_received_heartbeats,5.5;10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Slave_retried_transactions,5.5;10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Slave_skipped_errors,10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Slow_launch_threads,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,slow_launch_time,ops,The number of threads that have taken more than slow_launch_time seconds to create
STATUS,counter,Slow_queries,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,1965,long_query_time,statements,The number of queries that have taken more than long_query_time seconds. This counter increments regardless of whether the slow query log is enabled
STATUS,counter,Sort_merge_passes,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,12976,sort_buffer_size,ops,"The number of merge passes that the sort algorithm has had to do. If this value is large, you should consider increasing the value of the sort_buffer_size system variable."
STATUS,counter,Sort_priority_queue_sorts,10.1;10.2;10.3;10.4;10.5;10.6,254367428,,statements,The number of times that sorting was done through a priority queue. 
STATUS,counter,Sort_range,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,276374530,,statements,The number of sorts that were done using ranges
STATUS,counter,Sort_rows,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,2468640586,,rows,The number of sorted rows
STATUS,counter,Sort_scan,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,18706524,,statements,The number of sorts that were done by scanning the table
STATUS,counter,Ssl_accept_renegotiates,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,ops,The number of negotiates needed to establish the connection
STATUS,counter,Ssl_accepts,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,connections,The number of accepted SSL connections
STATUS,counter,Ssl_callback_cache_hits,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,ops,The number of callback cache hits.
STATUS,counter,Ssl_client_connects,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,server connections,The number of SSL connection attempts to an SSL-enabled replication source server.
STATUS,counter,Ssl_connect_renegotiates,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,server connections,The number of negotiates needed to establish the connection to an SSL-enabled replication source server
STATUS,counter,Ssl_finished_accepts,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,connections,The number of successful replica connections to an SSL-enabled replication source server.
STATUS,counter,Ssl_session_cache_hits,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,connections,The number of SSL session cache hits
STATUS,counter,Ssl_session_cache_misses,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,connections,The number of SSL session cache misses
STATUS,counter,Ssl_session_cache_overflows,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,connections,The number of SSL session cache overflows
STATUS,counter,Ssl_session_cache_timeouts,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,connections,The number of SSL session cache timeouts
STATUS,counter,Ssl_sessions_reused,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,connections,How many SSL connections were reused from the cache.
STATUS,counter,Ssl_used_session_cache_entries,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,connections,How many SSL session cache entries were used
STATUS,counter,Syncs,10.1;10.2;10.3;10.4;10.5;10.6,102206,,ops,"Number of times my_sync() has been called, or the number of times the server has had to force data to disk. Covers the binary log, .frm creation (if these operations are configured to sync) and some storage engines (Archive, CSV, Aria), but not XtraDB/InnoDB)"
STATUS,counter,Table_locks_immediate,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,315610595,,ops,The number of times that a request for a table lock could be granted immediately
STATUS,counter,Table_locks_waited,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,1670000,,ops,"The number of times that a request for a table lock could not be granted immediately and a wait was needed. If this is high and you have performance problems, you should first optimize your queries, and then either split your table or tables or use replication"
STATUS,counter,Table_open_cache_active_instances,10.3;10.4;10.5;10.6,1,,,
STATUS,counter,Table_open_cache_hits,5.6;5.7;8.0;10.3;10.4;10.5;10.6,361186,,ops,The number of hits for open tables cache lookups
STATUS,counter,Table_open_cache_misses,5.6;5.7;8.0;10.3;10.4;10.5;10.6,4598,table_open_cache,ops,The number of misses for open tables cache lookups
STATUS,counter,Table_open_cache_overflows,5.6;5.7;8.0;10.3;10.4;10.5;10.6,0,table_open_cache,ops,"The number of overflows for the open tables cache. This is the number of times, after a table is opened or closed, a cache instance has an unused entry and the size of the instance is larger than table_open_cache / table_open_cache_instances"
STATUS,counter,Tc_log_page_waits,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,ops,Number of times a two-phase commit was forced to wait for a free memory-mapped file-based transaction coordinator log page. The global value can be flushed by FLUSH STATUS
STATUS,counter,Threads_created,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,596,thread_cache_size,ops,"The number of threads created to handle connections. If Threads_created is big, you may want to increase the thread_cache_size value. The cache miss rate can be calculated as Threads_created/Connections"
STATUS,counter,Transactions_gtid_foreign_engine,10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Transactions_multi_engine,10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Update_scan,10.1;10.2;10.3;10.4;10.5;10.6,1139089,,statements,Number of updates that required a full table scan
STATUS,counter,Uptime,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,665129,,seconds,The number of seconds that the server has been up
STATUS,counter,Uptime_since_flush_status,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,665129,,seconds,The number of seconds since the most recent FLUSH STATUS statement
STATUS,gauge,Acl_cache_items_count,8,0,,,
STATUS,gauge,Acl_proxy_users,10.1;10.2;10.3;10.4;10.5;10.6,1,,,
STATUS,gauge,Acl_roles,10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,gauge,Acl_users,10.1;10.2;10.3;10.4;10.5;10.6,8907,,,
STATUS,gauge,Aria_pagecache_blocks_not_flushed,10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,gauge,Aria_pagecache_blocks_unused,10.1;10.2;10.3;10.4;10.5;10.6,15706,,,
STATUS,gauge,Aria_pagecache_blocks_used,10.1;10.2;10.3;10.4;10.5;10.6,11878,,,
STATUS,setting,Binlog_snapshot_file,5.7;10.1;10.2;10.3;10.4;10.5;10.6,,,filename,
STATUS,state,Binlog_snapshot_gtid_executed,5.7,,,,
STATUS,state,Binlog_snapshot_position,5.7;10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,setting,Caching_sha2_password_rsa_public_key,8,X.509 public key,,,
STATUS,setting,Compression,5.5;5.6;5.7;10.1;10.2;10.3;10.4;10.5;10.6,OFF,,,
STATUS,setting,Current_tls_ca,8,ca.pem,,,
STATUS,setting,Current_tls_capath,8,,,,
STATUS,setting,Current_tls_cert,8,server-cert.pem,,,
STATUS,setting,Current_tls_cipher,8,,,,
STATUS,setting,Current_tls_ciphersuites,8,,,,
STATUS,setting,Current_tls_crl,8,,,,
STATUS,setting,Current_tls_crlpath,8,,,,
STATUS,setting,Current_tls_key,8,server-key.pem,,,
STATUS,setting,Current_tls_version,8,"TLSv1,TLSv1.1,TLSv1.2,TLSv1.3",,,
STATUS,setting,Enable_governor,5.7;10.1;10.2;10.3;10.4,2,,,
STATUS,,Error_log_buffered_bytes,8,4888,,,
STATUS,,Error_log_buffered_events,8,37,,,
STATUS,,Error_log_latest_write,8,1630000000000000,,,
STATUS,setting,Innodb_available_undo_logs,5.6;5.7;10.1;10.2;10.3;10.4;10.5;10.6,128,innodb_undo_logs,number,"Total number available InnoDB undo logs. Differs from the innodb_undo_logs system variable, which specifies the number of active undo logs"
STATUS,gauge,Innodb_buffer_pool_bytes_data,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,10107092992,,bytes,"The total number of bytes in the InnoDB buffer pool containing data. The number includes both dirty and clean pages. For more accurate memory usage calculations than with Innodb_buffer_pool_pages_data, when compressed tables cause the buffer pool to hold pages of different sizes"
STATUS,gauge,Innodb_buffer_pool_bytes_dirty,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,100253696,,bytes,"The total current number of bytes held in dirty pages in the InnoDB buffer pool. For more accurate memory usage calculations than with Innodb_buffer_pool_pages_dirty, when compressed tables cause the buffer pool to hold pages of different sizes"
STATUS,status,Innodb_buffer_pool_dump_status,5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,,,text,A text description of the progress or final status of the last Innodb buffer pool dump
STATUS,status,Innodb_buffer_pool_load_incomplete,10.3;10.4;10.5;10.6,OFF,,ONOFF,"Whether or not the loaded buffer pool is incomplete, for example after a shutdown or abort during innodb buffer pool load from file caused an incomplete save"
STATUS,status,Innodb_buffer_pool_load_status,5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,Buffer pool(s) load completed at 210921  1:19:47,,text,The status of a buffer pool load operation
STATUS,gauge,Innodb_buffer_pool_pages_data,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,612956,,pages,"The number of pages in the InnoDB buffer pool containing data. The number includes both dirty and clean pages. When using compressed tables, the reported Innodb_buffer_pool_pages_data value may be larger than Innodb_buffer_pool_pages_total"
STATUS,gauge,Innodb_buffer_pool_pages_dirty,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,6401,,pages,The current number of dirty pages in the InnoDB buffer pool
STATUS,gauge,Innodb_buffer_pool_pages_free,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,21936,,pages,The number of free pages in the InnoDB buffer pool
STATUS,gauge,Innodb_buffer_pool_pages_misc,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,20468,,pages,"The number of pages in the InnoDB buffer pool that are busy because they have been allocated for administrative overhead, such as row locks or the adaptive hash index."
STATUS,gauge,Innodb_buffer_pool_pages_old,5.7;10.1;10.5;10.6,184942,innodb_old_blocks_pct,pages,The number of buffer pool pages which are considered to be old
STATUS,gauge,Innodb_buffer_pool_pages_total,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,655360,,pages,"The total size of the InnoDB buffer pool, in pages. When using compressed tables, the reported Innodb_buffer_pool_pages_data value may be larger than Innodb_buffer_pool_pages_total"
STATUS,status,Innodb_buffer_pool_resize_status,5.7;8.0;10.2;10.3;10.4;10.5;10.6,,,text,"The status of an operation to resize the InnoDB buffer pool dynamically, triggered by setting the innodb_buffer_pool_size parameter dynamically. The innodb_buffer_pool_size parameter is dynamic, which allows you to resize the buffer pool without restarting the server."
STATUS,gauge,Innodb_checkpoint_age,5.7;10.1;10.5;10.6,619500356,,number,"The checkpoint age ,equivalent to subtracting ""Last checkpoint at"" from ""Log sequence number""."
STATUS,gauge,Innodb_checkpoint_max_age,5.7;10.1;10.5;10.6,3478212404,Innodb_checkpoint_age,number,The largest checkpoint age.
STATUS,gauge,Innodb_data_pending_fsyncs,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,ops,Number of pending InnoDB fsync (sync-to-disk) calls. fsync call frequency can be influenced by the innodb_flush_method configuration option
STATUS,gauge,Innodb_data_pending_reads,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,ops,Number of pending InnoDB reads
STATUS,gauge,Innodb_data_pending_writes,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,ops,Number of pending InnoDB writes
STATUS,setting,Innodb_have_atomic_builtins,5.5;5.6;10.1,ON,,ONOFF,"Whether the server has been built with atomic instructions, provided by the CPU ensuring that critical low-level operations can't be interrupted. "
STATUS,setting,Innodb_have_bzip2,10.1;10.2;10.3;10.4;10.5;10.6,OFF,,ONOFF,Whether the server has the bzip2 compression method available
STATUS,setting,Innodb_have_lz4,10.1;10.2;10.3;10.4;10.5;10.6,OFF,,ONOFF,Whether the server has the lz4 compression method available
STATUS,setting,Innodb_have_lzma,10.1;10.2;10.3;10.4;10.5;10.6,ON,,ONOFF,Whether the server has the lzma compression method available
STATUS,setting,Innodb_have_lzo,10.1;10.2;10.3;10.4;10.5;10.6,OFF,,ONOFF,Whether the server has the lzo compression method available
STATUS,setting,Innodb_have_punch_hole,10.2;10.3;10.4;10.5;10.6,ON,,ONOFF,
STATUS,setting,Innodb_have_snappy,10.1;10.2;10.3;10.4;10.5;10.6,OFF,,ONOFF,Whether the server has the snappy compression method available
STATUS,gauge-critical,Innodb_history_list_length,10.1;10.5;10.6,13,,number,History list length
STATUS,gauge,Innodb_ibuf_free_list,5.7;10.1;10.5;10.6,5492,,number,Insert buffer free list length
STATUS,gauge,Innodb_ibuf_segment_size,5.7;10.1;10.5;10.6,5494,,number,Insert buffer segment size
STATUS,gauge,Innodb_ibuf_size,10.1;10.5;10.6,1,,number,Insert buffer suze
STATUS,gauge,Innodb_lsn_current,5.7;10.1;10.5;10.6,7100000000000,,number,Current log sequence number
STATUS,gauge,Innodb_lsn_flushed,5.7;10.1;10.5;10.6,7100000000000,,number,Log sequence number most recently flushed to disk
STATUS,gauge,Innodb_lsn_last_checkpoint,5.7;10.1;10.5;10.6,7100000000000,,number,Log sequence number of last checkpoint
STATUS,gauge,Innodb_max_trx_id,5.7;10.1;10.5;10.6,4173390642,,number,Maximum transaction id
STATUS,gauge,Innodb_mem_adaptive_hash,5.7;10.1;10.5;10.6,390402496,,bytes,Adaptive hash index size
STATUS,gauge,Innodb_mem_dictionary,5.7;10.1;10.5;10.6,161454694,,bytes,In-memory data dictionary size
STATUS,gauge,Innodb_mem_total,10.1,8992587776,,bytes,Total memory InnoDB has allocated in the process heap.
STATUS,gauge,Innodb_oldest_view_low_limit_trx_id,5.7;10.1,4173390570,,number,Transaction id
STATUS,gauge,Innodb_onlineddl_pct_progress,10.1;10.2;10.3;10.4;10.5;10.6,0,,percent,Progress of in-place alter table. It might be not so accurate because in-place alter is highly dependent on disk and buffer pool status
STATUS,gauge,Innodb_onlineddl_rowlog_pct_used,10.1;10.2;10.3;10.4;10.5;10.6,0,,percent1000,Row log buffer usage in 5-digit integer 10000=100%
STATUS,gauge,Innodb_onlineddl_rowlog_rows,10.1;10.2;10.3;10.4;10.5;10.6,0,,rows,Number of rows stored in the row log buffer
STATUS,counter,Innodb_os_merge_buffers_merged,10.1,0,,,
STATUS,counter,Innodb_os_merge_buffers_read,10.1,1,,,
STATUS,counter,Innodb_os_merge_buffers_written,10.1,1,,,
STATUS,gauge,Innodb_page_compression_saved,10.1;10.2;10.3;10.4;10.5;10.6,0,,Bytes,Memory saved by page compression
STATUS,counter,Innodb_page_compression_trim_sect1024,10.1,0,,,Number of TRIM operations performed for the page-compression/NVM Compression workload for the 1KiB block-size
STATUS,counter,Innodb_page_compression_trim_sect16384,10.1,0,,,Number of TRIM operations performed for the page-compression/NVM Compression workload for the 16KiB block-size
STATUS,counter,Innodb_page_compression_trim_sect2048,10.1,0,,,Number of TRIM operations performed for the page-compression/NVM Compression workload for the 2KiB block-size
STATUS,counter,Innodb_page_compression_trim_sect32768,10.1,0,,,Number of TRIM operations performed for the page-compression/NVM Compression workload for the 32KiB block-size
STATUS,counter,Innodb_page_compression_trim_sect4096,10.1,0,,,Number of TRIM operations performed for the page-compression/NVM Compression workload for the 4KiB block-size
STATUS,counter,Innodb_page_compression_trim_sect512,10.1,0,,,Number of TRIM operations performed for the page-compression/NVM Compression workload for the 512 byte block-size
